Team1_x,KIA,LG,NC,SK,넥센,두산,롯데,삼성,한화
KIA,0.0,0.0,3.0,2.0,1.0,0.0,-1.0,1.0,3.0
LG,0.0,0.0,3.0,2.0,1.0,0.0,-1.0,1.0,3.0
NC,-3.0,-3.0,0.0,-1.0,-2.0,-3.0,-4.0,-2.0,0.0
SK,-2.0,-2.0,1.0,0.0,-1.0,-2.0,-3.0,-1.0,1.0
넥센,-1.0,-1.0,2.0,1.0,0.0,-1.0,-2.0,0.0,2.0
두산,0.0,0.0,3.0,2.0,1.0,0.0,-1.0,1.0,3.0
롯데,1.0,1.0,4.0,3.0,2.0,1.0,0.0,2.0,4.0
삼성,-1.0,-1.0,2.0,1.0,0.0,-1.0,-2.0,0.0,2.0
한화,-3.0,-3.0,0.0,-1.0,-2.0,-3.0,-4.0,-2.0,0.0
