Team1_x,KIA,LG,NC,SK,kt,넥센,두산,롯데,삼성,한화
KIA,0.0,0.0,0.0,-3.0,6.0,0.0,-2.0,-1.0,-4.0,0.0
LG,0.0,0.0,0.0,-3.0,6.0,0.0,-2.0,-1.0,-4.0,0.0
NC,0.0,0.0,0.0,-3.0,6.0,0.0,-2.0,-1.0,-4.0,0.0
SK,3.0,3.0,3.0,0.0,9.0,3.0,1.0,2.0,-1.0,3.0
kt,-6.0,-6.0,-6.0,-9.0,0.0,-6.0,-8.0,-7.0,-10.0,-6.0
넥센,0.0,0.0,0.0,-3.0,6.0,0.0,-2.0,-1.0,-4.0,0.0
두산,2.0,2.0,2.0,-1.0,8.0,2.0,0.0,1.0,-2.0,2.0
롯데,1.0,1.0,1.0,-2.0,7.0,1.0,-1.0,0.0,-3.0,1.0
삼성,4.0,4.0,4.0,1.0,10.0,4.0,2.0,3.0,0.0,4.0
한화,0.0,0.0,0.0,-3.0,6.0,0.0,-2.0,-1.0,-4.0,0.0
