Team1_x,KIA,LG,NC,SK,넥센,두산,롯데,삼성,한화
KIA,0.0,3.5,7.5,3.0,-5.5,0.0,2.5,-4.5,10.0
LG,-3.5,0.0,4.0,-0.5,-9.0,-3.5,-1.0,-8.0,6.5
NC,-7.5,-4.0,0.0,-4.5,-13.0,-7.5,-5.0,-12.0,2.5
SK,-3.0,0.5,4.5,0.0,-8.5,-3.0,-0.5,-7.5,7.0
넥센,5.5,9.0,13.0,8.5,0.0,5.5,8.0,1.0,15.5
두산,0.0,3.5,7.5,3.0,-5.5,0.0,2.5,-4.5,10.0
롯데,-2.5,1.0,5.0,0.5,-8.0,-2.5,0.0,-7.0,7.5
삼성,4.5,8.0,12.0,7.5,-1.0,4.5,7.0,0.0,14.5
한화,-10.0,-6.5,-2.5,-7.0,-15.5,-10.0,-7.5,-14.5,0.0
