Team1_x,KIA,LG,NC,SK,넥센,두산,롯데,삼성,한화
KIA,0.0,-15.0,2.0,-8.0,-11.0,-12.0,-7.5,-15.0,14.5
LG,15.0,0.0,17.0,7.0,4.0,3.0,7.5,0.0,29.5
NC,-2.0,-17.0,0.0,-10.0,-13.0,-14.0,-9.5,-17.0,12.5
SK,8.0,-7.0,10.0,0.0,-3.0,-4.0,0.5,-7.0,22.5
넥센,11.0,-4.0,13.0,3.0,0.0,-1.0,3.5,-4.0,25.5
두산,12.0,-3.0,14.0,4.0,1.0,0.0,4.5,-3.0,26.5
롯데,7.5,-7.5,9.5,-0.5,-3.5,-4.5,0.0,-7.5,22.0
삼성,15.0,0.0,17.0,7.0,4.0,3.0,7.5,0.0,29.5
한화,-14.5,-29.5,-12.5,-22.5,-25.5,-26.5,-22.0,-29.5,0.0
