Team1_x,KIA,LG,NC,SK,kt,넥센,두산,롯데,삼성,한화
KIA,0.0,5.5,-9.0,2.0,18.0,-5.5,-7.0,4.0,-12.0,-1.0
LG,-5.5,0.0,-14.5,-3.5,12.5,-11.0,-12.5,-1.5,-17.5,-6.5
NC,9.0,14.5,0.0,11.0,27.0,3.5,2.0,13.0,-3.0,8.0
SK,-2.0,3.5,-11.0,0.0,16.0,-7.5,-9.0,2.0,-14.0,-3.0
kt,-18.0,-12.5,-27.0,-16.0,0.0,-23.5,-25.0,-14.0,-30.0,-19.0
넥센,5.5,11.0,-3.5,7.5,23.5,0.0,-1.5,9.5,-6.5,4.5
두산,7.0,12.5,-2.0,9.0,25.0,1.5,0.0,11.0,-5.0,6.0
롯데,-4.0,1.5,-13.0,-2.0,14.0,-9.5,-11.0,0.0,-16.0,-5.0
삼성,12.0,17.5,3.0,14.0,30.0,6.5,5.0,16.0,0.0,11.0
한화,1.0,6.5,-8.0,3.0,19.0,-4.5,-6.0,5.0,-11.0,0.0
