Team1_x,KIA,LG,NC,SK,kt,넥센,두산,롯데,삼성,한화
KIA,0.0,0.0,0.0,1.0,0.0,-1.0,-1.0,0.0,-1.0,2.0
LG,0.0,0.0,0.0,1.0,0.0,-1.0,-1.0,0.0,-1.0,2.0
NC,0.0,0.0,0.0,1.0,0.0,-1.0,-1.0,0.0,-1.0,2.0
SK,-1.0,-1.0,-1.0,0.0,-1.0,-2.0,-2.0,-1.0,-2.0,1.0
kt,0.0,0.0,0.0,1.0,0.0,-1.0,-1.0,0.0,-1.0,2.0
넥센,1.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,3.0
두산,1.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,3.0
롯데,0.0,0.0,0.0,1.0,0.0,-1.0,-1.0,0.0,-1.0,2.0
삼성,1.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,3.0
한화,-2.0,-2.0,-2.0,-1.0,-2.0,-3.0,-3.0,-2.0,-3.0,0.0
