Team1_x,KIA,LG,NC,SK,kt,넥센,두산,롯데,삼성,한화
KIA,0.0,2.0,-14.5,-3.5,5.5,-10.0,-18.0,-2.5,4.0,1.0
LG,-2.0,0.0,-16.5,-5.5,3.5,-12.0,-20.0,-4.5,2.0,-1.0
NC,14.5,16.5,0.0,11.0,20.0,4.5,-3.5,12.0,18.5,15.5
SK,3.5,5.5,-11.0,0.0,9.0,-6.5,-14.5,1.0,7.5,4.5
kt,-5.5,-3.5,-20.0,-9.0,0.0,-15.5,-23.5,-8.0,-1.5,-4.5
넥센,10.0,12.0,-4.5,6.5,15.5,0.0,-8.0,7.5,14.0,11.0
두산,18.0,20.0,3.5,14.5,23.5,8.0,0.0,15.5,22.0,19.0
롯데,2.5,4.5,-12.0,-1.0,8.0,-7.5,-15.5,0.0,6.5,3.5
삼성,-4.0,-2.0,-18.5,-7.5,1.5,-14.0,-22.0,-6.5,0.0,-3.0
한화,-1.0,1.0,-15.5,-4.5,4.5,-11.0,-19.0,-3.5,3.0,0.0
