Team1_x,KIA,LG,NC,SK,kt,넥센,두산,롯데,삼성,한화
KIA,0.0,3.0,-16.0,-1.0,15.0,-10.5,-10.0,0.5,-19.0,1.0
LG,-3.0,0.0,-19.0,-4.0,12.0,-13.5,-13.0,-2.5,-22.0,-2.0
NC,16.0,19.0,0.0,15.0,31.0,5.5,6.0,16.5,-3.0,17.0
SK,1.0,4.0,-15.0,0.0,16.0,-9.5,-9.0,1.5,-18.0,2.0
kt,-15.0,-12.0,-31.0,-16.0,0.0,-25.5,-25.0,-14.5,-34.0,-14.0
넥센,10.5,13.5,-5.5,9.5,25.5,0.0,0.5,11.0,-8.5,11.5
두산,10.0,13.0,-6.0,9.0,25.0,-0.5,0.0,10.5,-9.0,11.0
롯데,-0.5,2.5,-16.5,-1.5,14.5,-11.0,-10.5,0.0,-19.5,0.5
삼성,19.0,22.0,3.0,18.0,34.0,8.5,9.0,19.5,0.0,20.0
한화,-1.0,2.0,-17.0,-2.0,14.0,-11.5,-11.0,-0.5,-20.0,0.0
