Team1_x,KIA,LG,NC,SK,kt,넥센,두산,롯데,삼성,한화
KIA,0.0,3.0,-13.5,-3.5,4.5,-8.0,-17.0,-0.5,4.0,2.0
LG,-3.0,0.0,-16.5,-6.5,1.5,-11.0,-20.0,-3.5,1.0,-1.0
NC,13.5,16.5,0.0,10.0,18.0,5.5,-3.5,13.0,17.5,15.5
SK,3.5,6.5,-10.0,0.0,8.0,-4.5,-13.5,3.0,7.5,5.5
kt,-4.5,-1.5,-18.0,-8.0,0.0,-12.5,-21.5,-5.0,-0.5,-2.5
넥센,8.0,11.0,-5.5,4.5,12.5,0.0,-9.0,7.5,12.0,10.0
두산,17.0,20.0,3.5,13.5,21.5,9.0,0.0,16.5,21.0,19.0
롯데,0.5,3.5,-13.0,-3.0,5.0,-7.5,-16.5,0.0,4.5,2.5
삼성,-4.0,-1.0,-17.5,-7.5,0.5,-12.0,-21.0,-4.5,0.0,-2.0
한화,-2.0,1.0,-15.5,-5.5,2.5,-10.0,-19.0,-2.5,2.0,0.0
